Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,lat,lon,Month,month_sin,month_cos,PVOUT_avg_daily,PVOUT_annual_avg_daily,GHI_annual_avg_daily,DNI_annual_avg_daily,TEMP_annual_avg,SolarOutput_kWh_per_kWp
2015-06-28,Sydney,7.4,19.6,0.0,2.6,9.5,W,28.0,W,ESE,20.0,9.0,73.0,53.0,1032.9,1030.9,0.0,1.0,9.3,18.5,No,No,-33.8698439,151.2082848,6,1.2246467991473532e-16,-1.0,3.09161376953125,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.0090666343419907
2015-06-29,Sydney,9.3,19.5,0.0,1.0,5.1,W,22.0,W,E,19.0,9.0,84.0,54.0,1033.4,1030.0,7.0,6.0,11.0,17.8,No,No,-33.8698439,151.2082848,6,1.2246467991473532e-16,-1.0,3.09161376953125,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.614473149842969
2015-06-30,Sydney,9.0,19.1,0.0,1.2,4.3,W,28.0,W,ENE,22.0,7.0,94.0,56.0,1029.4,1025.0,7.0,5.0,10.7,17.9,No,No,-33.8698439,151.2082848,6,1.2246467991473532e-16,-1.0,3.09161376953125,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.3603419514749795
2015-07-01,Sydney,10.7,17.5,1.0,0.6,8.7,W,33.0,W,NW,19.0,9.0,85.0,37.0,1026.2,1022.6,5.0,1.0,12.0,17.4,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.436741246659914
2015-07-02,Sydney,7.0,16.4,0.0,3.0,8.1,WSW,65.0,W,WSW,22.0,33.0,70.0,40.0,1020.0,1016.8,7.0,1.0,8.4,16.1,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.1971680253904933
2015-07-03,Sydney,6.2,16.2,0.0,4.0,9.3,W,44.0,W,SSE,26.0,15.0,55.0,46.0,1026.5,1024.6,1.0,1.0,8.1,15.9,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.6676142126935147
2015-07-04,Sydney,5.8,16.1,0.0,0.2,6.8,W,31.0,WNW,WNW,13.0,11.0,82.0,31.0,1022.7,1020.3,6.0,2.0,7.6,15.5,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.67915356575156
2015-07-05,Sydney,6.0,18.6,0.0,1.6,9.3,W,30.0,W,ESE,20.0,4.0,66.0,35.0,1022.2,1018.0,1.0,1.0,7.7,16.6,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.6603932780302086
2015-07-06,Sydney,6.0,17.3,0.0,3.2,9.5,W,37.0,WNW,W,17.0,22.0,58.0,34.0,1016.3,1013.3,1.0,1.0,8.6,17.1,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7350207229059893
2015-07-07,Sydney,7.8,14.7,0.0,3.2,2.7,SSW,43.0,W,SSW,24.0,11.0,58.0,85.0,1019.8,1021.7,5.0,8.0,11.2,11.8,No,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.0602949857205204
2015-07-08,Sydney,7.9,16.5,5.6,0.6,6.3,SSE,31.0,W,SSE,22.0,17.0,86.0,64.0,1028.7,1027.6,6.0,4.0,8.4,13.7,Yes,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.4709638459569
2015-07-09,Sydney,6.6,17.6,0.0,2.0,9.6,W,24.0,WNW,E,19.0,7.0,92.0,46.0,1030.8,1026.9,1.0,1.0,8.3,16.4,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.760363271276741
2015-07-10,Sydney,7.3,16.9,0.0,1.2,3.2,W,43.0,W,WNW,13.0,13.0,92.0,61.0,1022.6,1019.0,4.0,7.0,9.4,16.0,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.2517326750944098
2015-07-11,Sydney,6.6,19.9,0.8,1.4,9.3,WNW,61.0,W,NNW,20.0,17.0,100.0,48.0,1015.4,1009.4,0.0,1.0,7.2,19.2,No,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.632607036674554
2015-07-12,Sydney,7.1,15.1,2.2,2.8,4.0,WNW,57.0,WNW,WNW,22.0,33.0,60.0,42.0,1003.6,1001.5,7.0,2.0,9.8,13.1,Yes,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.5600577119290029
2015-07-13,Sydney,8.1,16.9,4.8,4.8,5.5,WSW,76.0,W,WSW,15.0,39.0,96.0,41.0,1000.9,1002.9,7.0,1.0,8.6,16.5,Yes,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.141708924592954
2015-07-14,Sydney,8.6,17.6,0.6,2.0,8.3,WSW,44.0,W,W,13.0,17.0,62.0,31.0,1011.5,1010.4,1.0,4.0,11.5,17.6,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.2267503807840496
2015-07-15,Sydney,6.2,16.8,0.2,3.4,9.6,WNW,24.0,W,ENE,9.0,13.0,62.0,42.0,1018.1,1016.1,1.0,3.0,8.7,14.9,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7258128709604983
2015-07-16,Sydney,8.3,13.4,0.2,3.4,2.6,NW,43.0,SSW,W,13.0,13.0,91.0,68.0,1016.8,1013.7,7.0,6.0,10.3,12.9,No,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.0073010166861964
2015-07-17,Sydney,6.2,14.3,17.2,0.0,1.7,SSW,57.0,W,SW,26.0,26.0,95.0,51.0,1010.1,1012.9,8.0,7.0,6.7,13.5,Yes,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.6574233882874214
2015-07-18,Sydney,6.6,14.6,9.0,3.0,4.3,SSW,48.0,WNW,SSW,19.0,28.0,58.0,78.0,1025.6,1027.2,3.0,7.0,10.4,11.8,Yes,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.6597771484329198
2015-07-19,Sydney,7.8,16.7,0.6,2.0,9.0,W,33.0,W,S,17.0,17.0,84.0,55.0,1032.6,1031.1,3.0,2.0,10.3,15.8,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.467243464986712
2015-07-20,Sydney,7.8,17.9,0.0,1.6,4.2,W,26.0,W,SE,20.0,15.0,84.0,64.0,1034.6,1032.1,3.0,6.0,10.0,15.9,No,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.614833137651327
2015-07-21,Sydney,8.2,19.3,3.0,0.8,9.9,NNE,33.0,WNW,NE,17.0,15.0,93.0,54.0,1033.1,1029.3,1.0,1.0,9.9,18.3,Yes,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7986278767915413
2015-07-22,Sydney,9.9,16.9,0.0,4.0,0.9,N,28.0,SE,NNW,2.0,17.0,71.0,57.0,1027.4,1025.0,7.0,7.0,13.4,16.5,No,Yes,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.3446073656328131
2015-07-23,Sydney,11.2,19.1,1.8,0.8,2.2,W,28.0,W,ESE,24.0,9.0,96.0,70.0,1026.1,1023.4,8.0,7.0,12.0,16.4,Yes,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.8405685817219593
2015-07-24,Sydney,11.6,20.0,0.0,2.0,3.7,NNW,33.0,W,E,13.0,9.0,95.0,58.0,1020.0,1014.5,7.0,7.0,12.9,18.6,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.4105848066649056
2015-07-25,Sydney,10.8,20.8,0.0,2.6,10.1,NNW,31.0,NNW,WNW,11.0,15.0,50.0,29.0,1017.5,1015.8,1.0,1.0,14.3,20.5,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.841891376492198
2015-07-26,Sydney,11.0,20.2,0.0,4.6,9.3,NW,59.0,N,WNW,9.0,35.0,53.0,31.0,1017.0,1012.4,6.0,1.0,13.8,19.5,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.5294965201855595
2015-07-27,Sydney,7.3,15.7,0.0,5.0,10.1,W,63.0,W,WSW,20.0,26.0,41.0,28.0,1025.0,1024.5,1.0,1.0,10.2,15.2,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.8241753937886016
2015-07-28,Sydney,6.4,17.3,0.0,,9.6,,,WNW,S,24.0,19.0,56.0,40.0,1032.9,1030.8,1.0,2.0,9.6,16.6,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.626230821236221
2015-07-29,Sydney,8.1,18.4,0.0,,8.5,,,W,ESE,20.0,11.0,70.0,50.0,1035.0,1030.2,3.0,1.0,9.3,16.4,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.2029689412138813
2015-07-30,Sydney,8.2,20.5,0.0,1.0,7.6,,,W,,11.0,,80.0,30.0,1026.3,1020.1,5.0,5.0,10.7,19.2,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.8567973309424466
2015-07-31,Sydney,10.7,21.0,0.0,4.8,9.5,,,N,WNW,6.0,9.0,49.0,31.0,1021.4,1019.5,2.0,1.0,14.7,20.4,No,No,-33.8698439,151.2082848,7,-0.4999999999999997,-0.8660254037844388,3.863201856613159,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.562087361694631
2015-08-01,Sydney,9.4,22.3,0.0,3.4,9.2,WNW,61.0,NW,NW,15.0,28.0,54.0,28.0,1018.6,1015.6,6.0,6.0,14.3,20.7,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.892369561825205
2015-08-02,Sydney,14.3,24.7,0.0,5.4,7.8,WNW,43.0,WNW,NW,9.0,20.0,51.0,30.0,1015.1,1010.4,5.0,5.0,16.9,23.8,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.2915770545059986
2015-08-03,Sydney,8.4,19.4,0.0,5.4,10.1,WSW,57.0,WNW,WSW,20.0,17.0,48.0,29.0,1015.2,1013.7,1.0,1.0,11.7,19.0,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.251076746388175
2015-08-04,Sydney,8.3,15.1,0.0,3.8,4.6,WSW,33.0,W,SSE,19.0,2.0,57.0,42.0,1023.0,1018.9,7.0,4.0,8.9,14.4,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.931030489816421
2015-08-05,Sydney,5.0,14.2,0.0,0.6,4.8,W,48.0,WNW,WNW,20.0,19.0,46.0,46.0,1014.5,1010.3,6.0,6.0,9.4,13.0,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.009613089663878
2015-08-06,Sydney,6.8,16.4,0.0,3.8,8.5,WSW,37.0,WNW,S,22.0,11.0,53.0,39.0,1016.5,1016.7,3.0,7.0,9.5,14.3,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.549088579651943
2015-08-07,Sydney,6.7,18.5,0.0,2.8,10.1,WNW,33.0,W,SSE,26.0,17.0,60.0,40.0,1024.0,1021.0,1.0,2.0,10.0,16.1,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.205652279383717
2015-08-08,Sydney,7.9,17.5,0.0,2.6,8.9,SSW,33.0,WNW,SSE,19.0,24.0,63.0,44.0,1024.7,1022.5,5.0,1.0,11.0,16.3,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.6957622856136423
2015-08-09,Sydney,6.2,17.6,0.0,1.8,9.5,W,30.0,W,E,20.0,13.0,68.0,56.0,1024.8,1019.6,1.0,1.0,9.1,16.3,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.933944169555131
2015-08-10,Sydney,8.6,20.6,0.0,2.6,10.2,NNE,33.0,W,E,13.0,20.0,66.0,41.0,1017.7,1012.9,1.0,1.0,11.8,18.8,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.21196172506617
2015-08-11,Sydney,9.8,21.0,0.0,5.0,10.5,W,30.0,W,WNW,17.0,9.0,52.0,27.0,1014.6,1011.1,1.0,1.0,13.3,20.4,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.323573503461693
2015-08-12,Sydney,8.4,17.5,0.0,3.8,8.7,NW,74.0,W,WNW,19.0,28.0,54.0,37.0,1007.9,1004.0,1.0,1.0,11.1,16.2,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.5721714231745465
2015-08-13,Sydney,9.4,19.8,0.0,4.8,10.5,WSW,48.0,WSW,SW,28.0,17.0,50.0,23.0,1014.9,1014.7,1.0,1.0,12.3,19.3,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.298852559734224
2015-08-14,Sydney,7.9,20.4,0.0,4.0,10.5,WSW,30.0,W,E,15.0,19.0,55.0,38.0,1025.1,1023.4,1.0,1.0,11.8,18.0,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.2864128984312515
2015-08-15,Sydney,8.2,18.1,0.0,3.0,7.3,W,30.0,WNW,SSE,20.0,19.0,63.0,61.0,1030.5,1028.8,3.0,5.0,12.4,17.0,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.971397601486779
2015-08-16,Sydney,10.5,19.8,0.0,3.0,9.2,NW,28.0,W,NE,13.0,15.0,70.0,63.0,1027.4,1021.4,5.0,4.0,14.0,17.4,No,Yes,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7338011941967792
2015-08-17,Sydney,9.3,20.5,5.6,2.8,10.4,WSW,46.0,W,NW,13.0,13.0,53.0,29.0,1017.1,1013.3,3.0,1.0,13.4,20.4,Yes,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.208379486167369
2015-08-18,Sydney,10.9,16.2,0.0,4.4,10.4,SW,39.0,WSW,SSE,20.0,19.0,40.0,46.0,1020.8,1021.0,1.0,2.0,12.6,14.7,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.195911335319553
2015-08-19,Sydney,9.0,17.0,0.0,3.6,6.6,WNW,24.0,W,E,17.0,13.0,58.0,54.0,1027.2,1025.0,3.0,6.0,12.5,16.4,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.654862213819906
2015-08-20,Sydney,8.2,18.9,0.0,2.6,9.8,NE,31.0,WNW,NE,11.0,20.0,71.0,59.0,1028.3,1025.0,1.0,1.0,12.1,18.7,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.930278705325122
2015-08-21,Sydney,9.4,21.0,0.0,3.8,9.4,NNE,31.0,WNW,NE,13.0,15.0,73.0,63.0,1025.8,1021.2,0.0,7.0,13.0,19.8,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7585378247788106
2015-08-22,Sydney,12.9,28.3,0.0,4.2,9.4,NNW,33.0,N,N,19.0,11.0,45.0,32.0,1021.0,1016.2,2.0,5.0,19.8,26.9,No,Yes,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.7472074177785277
2015-08-23,Sydney,15.4,18.5,2.4,6.4,0.2,NNW,22.0,N,NNW,7.0,7.0,85.0,73.0,1021.8,1018.4,7.0,7.0,15.6,17.9,Yes,Yes,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.21850624084472658
2015-08-24,Sydney,15.1,17.4,4.2,1.8,0.6,E,59.0,S,SSE,17.0,9.0,90.0,95.0,1018.4,1015.0,8.0,7.0,16.3,16.4,Yes,Yes,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.23773626985305202
2015-08-25,Sydney,12.5,19.9,54.4,5.0,4.4,NW,56.0,WNW,W,22.0,20.0,66.0,53.0,1013.4,1012.8,7.0,7.0,16.1,18.7,Yes,Yes,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.7380937004202108
2015-08-26,Sydney,12.3,20.2,5.2,2.8,6.3,SSW,28.0,SSE,S,13.0,13.0,80.0,59.0,1018.1,1017.8,7.0,7.0,16.3,18.9,Yes,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.4810413377268428
2015-08-27,Sydney,11.6,20.5,0.0,3.0,4.3,W,52.0,W,NW,9.0,17.0,87.0,44.0,1019.7,1015.1,7.0,6.0,15.1,20.1,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,1.6882309303253087
2015-08-28,Sydney,10.6,20.8,0.0,2.8,9.2,WSW,48.0,W,S,22.0,20.0,48.0,43.0,1019.8,1018.9,3.0,5.0,14.6,18.5,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.6009620382731446
2015-08-29,Sydney,9.0,20.3,0.0,4.2,10.8,WSW,30.0,W,WNW,13.0,15.0,60.0,31.0,1022.7,1017.9,1.0,2.0,13.0,20.1,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.214242468293428
2015-08-30,Sydney,8.3,18.7,0.0,3.6,10.8,SSW,39.0,WNW,S,20.0,22.0,52.0,44.0,1020.3,1017.5,1.0,3.0,12.1,18.1,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.20128985046917
2015-08-31,Sydney,9.6,19.7,0.0,4.8,10.9,SSE,35.0,WSW,SSE,15.0,22.0,48.0,39.0,1017.3,1013.8,1.0,2.0,13.9,18.4,No,No,-33.8698439,151.2082848,8,-0.8660254037844385,-0.5000000000000004,4.370124816894531,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.227142890515252
2015-09-01,Sydney,9.0,19.7,0.0,3.2,10.8,W,31.0,W,ESE,17.0,13.0,50.0,39.0,1015.8,1013.3,1.0,1.0,12.7,17.0,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.57429497787225
2015-09-02,Sydney,8.0,18.8,0.0,4.0,10.4,WNW,31.0,W,ENE,11.0,19.0,61.0,46.0,1018.0,1012.0,5.0,1.0,11.9,18.6,No,Yes,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.391299930920484
2015-09-03,Sydney,11.2,20.8,2.8,5.6,8.0,SW,52.0,WNW,WSW,20.0,24.0,69.0,28.0,1006.0,1005.6,3.0,6.0,14.4,20.6,Yes,Yes,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.3675067436929
2015-09-04,Sydney,12.5,19.5,20.4,4.0,5.7,S,48.0,SSW,S,19.0,20.0,92.0,54.0,1021.5,1020.5,7.0,2.0,13.7,18.3,Yes,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.3919480675774407
2015-09-05,Sydney,11.5,21.7,0.0,2.8,9.3,ESE,37.0,WNW,SE,17.0,24.0,68.0,53.0,1022.3,1019.6,1.0,5.0,15.2,18.7,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.8906146267543673
2015-09-06,Sydney,12.7,17.5,0.4,5.4,1.0,ENE,24.0,NNE,ENE,11.0,6.0,84.0,68.0,1024.9,1021.9,7.0,7.0,14.6,16.0,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,0.41705554687318747
2015-09-07,Sydney,11.1,24.9,0.2,0.6,9.3,W,54.0,W,W,9.0,15.0,62.0,32.0,1018.3,1013.3,2.0,4.0,17.4,22.7,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.8666603361858374
2015-09-08,Sydney,10.0,20.0,0.0,6.8,11.0,W,52.0,WSW,W,30.0,24.0,42.0,32.0,1018.8,1015.7,1.0,2.0,13.3,19.7,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.55937951053
2015-09-09,Sydney,9.8,20.2,0.0,5.0,10.9,,,W,SSE,20.0,17.0,48.0,39.0,1023.1,1022.0,1.0,1.0,15.4,18.9,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.5040231487411635
2015-09-10,Sydney,11.3,19.6,0.0,4.8,6.5,SSW,37.0,WNW,SSE,13.0,15.0,59.0,41.0,1030.9,1029.8,1.0,7.0,15.5,18.9,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,2.677625674922658
2015-09-11,Sydney,14.0,21.3,0.0,4.0,9.1,NNE,39.0,WNW,NE,11.0,24.0,56.0,44.0,1032.1,1027.6,1.0,0.0,17.6,20.5,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,3.737161581138312
2015-09-12,Sydney,10.9,25.4,0.0,7.4,10.4,ENE,24.0,W,E,11.0,19.0,61.0,51.0,1028.5,1024.7,1.0,5.0,17.2,21.3,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.25794090790489
2015-09-13,Sydney,12.4,22.3,0.0,3.8,10.6,NNE,30.0,WNW,E,11.0,20.0,61.0,60.0,1028.5,1025.0,1.0,1.0,18.3,21.4,No,No,-33.8698439,151.2082848,9,-1.0,-1.8369701987210297e-16,4.787552356719971,4.184277534484863,4.477590560913086,4.847326755523682,17.73977279663086,4.32653314466932
